,CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,STUSAB,State Name,STATENS,city_state,city_full_state,Miserable City,Happy City
0,10100,"Aberdeen, SD",Micropolitan Statistical Area,Aberdeen,46.0,100.0,SD,South Dakota,1785534,"Aberdeen, SD","Aberdeen, South Dakota",False,False
1,15100,"Brookings, SD",Micropolitan Statistical Area,Brookings,46.0,7580.0,SD,South Dakota,1785534,"Brookings, SD","Brookings, South Dakota",False,False
2,26700,"Huron, SD",Micropolitan Statistical Area,Huron,46.0,31060.0,SD,South Dakota,1785534,"Huron, SD","Huron, South Dakota",False,False
3,33580,"Mitchell, SD",Micropolitan Statistical Area,Mitchell,46.0,43100.0,SD,South Dakota,1785534,"Mitchell, SD","Mitchell, South Dakota",False,False
4,38180,"Pierre, SD",Micropolitan Statistical Area,Pierre,46.0,49600.0,SD,South Dakota,1785534,"Pierre, SD","Pierre, South Dakota",False,False
5,39660,"Rapid City, SD",Metropolitan Statistical Area,Rapid City,46.0,52980.0,SD,South Dakota,1785534,"Rapid City, SD","Rapid City, South Dakota",False,False
6,43620,"Sioux Falls, SD",Metropolitan Statistical Area,Sioux Falls,46.0,59020.0,SD,South Dakota,1785534,"Sioux Falls, SD","Sioux Falls, South Dakota",False,False
7,43940,"Spearfish, SD",Micropolitan Statistical Area,Spearfish,46.0,60020.0,SD,South Dakota,1785534,"Spearfish, SD","Spearfish, South Dakota",False,False
8,46820,"Vermillion, SD",Micropolitan Statistical Area,Vermillion,46.0,66700.0,SD,South Dakota,1785534,"Vermillion, SD","Vermillion, South Dakota",False,False
9,47980,"Watertown, SD",Micropolitan Statistical Area,Watertown,46.0,69300.0,SD,South Dakota,1785534,"Watertown, SD","Watertown, South Dakota",False,False
10,49460,"Yankton, SD",Micropolitan Statistical Area,Yankton,46.0,73060.0,SD,South Dakota,1785534,"Yankton, SD","Yankton, South Dakota",False,False
11,10140,"Aberdeen, WA",Micropolitan Statistical Area,Aberdeen,53.0,100.0,WA,Washington,1779804,"Aberdeen, WA","Aberdeen, Washington",False,False
12,13380,"Bellingham, WA",Metropolitan Statistical Area,Bellingham,53.0,5280.0,WA,Washington,1779804,"Bellingham, WA","Bellingham, Washington",False,False
13,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,Bremerton,53.0,7695.0,WA,Washington,1779804,"Bremerton, WA","Bremerton, Washington",False,False
14,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,Port Orchard,53.0,55785.0,WA,Washington,1779804,"Port Orchard, WA","Port Orchard, Washington",False,False
15,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,Silverdale,53.0,64365.0,WA,Washington,1779804,"Silverdale, WA","Silverdale, Washington",False,False
16,16500,"Centralia, WA",Micropolitan Statistical Area,Centralia,53.0,11160.0,WA,Washington,1779804,"Centralia, WA","Centralia, Washington",False,False
17,21260,"Ellensburg, WA",Micropolitan Statistical Area,Ellensburg,53.0,21240.0,WA,Washington,1779804,"Ellensburg, WA","Ellensburg, Washington",False,False
18,28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Kennewick,53.0,35275.0,WA,Washington,1779804,"Kennewick, WA","Kennewick, Washington",False,False
19,28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Richland,53.0,58235.0,WA,Washington,1779804,"Richland, WA","Richland, Washington",False,False
20,31020,"Longview, WA",Metropolitan Statistical Area,Longview,53.0,40245.0,WA,Washington,1779804,"Longview, WA","Longview, Washington",False,False
21,34180,"Moses Lake, WA",Micropolitan Statistical Area,Moses Lake,53.0,47245.0,WA,Washington,1779804,"Moses Lake, WA","Moses Lake, Washington",False,False
22,34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Anacortes,53.0,1990.0,WA,Washington,1779804,"Anacortes, WA","Anacortes, Washington",False,False
23,34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Mount Vernon,53.0,47560.0,WA,Washington,1779804,"Mount Vernon, WA","Mount Vernon, Washington",False,False
24,36020,"Oak Harbor, WA",Micropolitan Statistical Area,Oak Harbor,53.0,50360.0,WA,Washington,1779804,"Oak Harbor, WA","Oak Harbor, Washington",False,False
25,36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Lacey,53.0,36745.0,WA,Washington,1779804,"Lacey, WA","Lacey, Washington",False,False
26,36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Olympia,53.0,51300.0,WA,Washington,1779804,"Olympia, WA","Olympia, Washington",False,False
27,36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Tumwater,53.0,72905.0,WA,Washington,1779804,"Tumwater, WA","Tumwater, Washington",False,False
28,36830,"Othello, WA",Micropolitan Statistical Area,Othello,53.0,52215.0,WA,Washington,1779804,"Othello, WA","Othello, Washington",False,False
29,38820,"Port Angeles, WA",Micropolitan Statistical Area,Port Angeles,53.0,55365.0,WA,Washington,1779804,"Port Angeles, WA","Port Angeles, Washington",False,False
30,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Vancouver,53.0,74060.0,WA,Washington,1779804,"Vancouver, WA","Vancouver, Washington",False,False
31,39420,"Pullman, WA",Micropolitan Statistical Area,Pullman,53.0,56625.0,WA,Washington,1779804,"Pullman, WA","Pullman, Washington",False,False
32,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Auburn,53.0,3180.0,WA,Washington,1779804,"Auburn, WA","Auburn, Washington",False,False
33,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Bellevue,53.0,5210.0,WA,Washington,1779804,"Bellevue, WA","Bellevue, Washington",False,False
34,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Everett,53.0,22640.0,WA,Washington,1779804,"Everett, WA","Everett, Washington",False,False
35,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Kent,53.0,35415.0,WA,Washington,1779804,"Kent, WA","Kent, Washington",False,False
36,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Lakewood,53.0,38038.0,WA,Washington,1779804,"Lakewood, WA","Lakewood, Washington",False,False
37,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Redmond,53.0,57535.0,WA,Washington,1779804,"Redmond, WA","Redmond, Washington",False,False
38,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Renton,53.0,57745.0,WA,Washington,1779804,"Renton, WA","Renton, Washington",False,False
39,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Seattle,53.0,63000.0,WA,Washington,1779804,"Seattle, WA","Seattle, Washington",False,False
40,42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Tacoma,53.0,70000.0,WA,Washington,1779804,"Tacoma, WA","Tacoma, Washington",False,False
41,43220,"Shelton, WA",Micropolitan Statistical Area,Shelton,53.0,63735.0,WA,Washington,1779804,"Shelton, WA","Shelton, Washington",False,False
42,44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane,53.0,67000.0,WA,Washington,1779804,"Spokane, WA","Spokane, Washington",False,False
43,44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane Valley,53.0,67167.0,WA,Washington,1779804,"Spokane Valley, WA","Spokane Valley, Washington",False,False
44,47460,"Walla Walla, WA",Metropolitan Statistical Area,Walla Walla,53.0,75775.0,WA,Washington,1779804,"Walla Walla, WA","Walla Walla, Washington",False,False
45,48300,"Wenatchee, WA",Metropolitan Statistical Area,Wenatchee,53.0,77105.0,WA,Washington,1779804,"Wenatchee, WA","Wenatchee, Washington",False,False
46,49420,"Yakima, WA",Metropolitan Statistical Area,Yakima,53.0,80010.0,WA,Washington,1779804,"Yakima, WA","Yakima, Washington",False,False
47,10180,"Abilene, TX",Metropolitan Statistical Area,Abilene,48.0,1000.0,TX,Texas,1779801,"Abilene, TX","Abilene, Texas",False,False
48,10860,"Alice, TX",Micropolitan Statistical Area,Alice,48.0,1852.0,TX,Texas,1779801,"Alice, TX","Alice, Texas",False,False
49,11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48.0,3000.0,TX,Texas,1779801,"Amarillo, TX","Amarillo, Texas",False,False
50,11380,"Andrews, TX",Micropolitan Statistical Area,Andrews,48.0,3216.0,TX,Texas,1779801,"Andrews, TX","Andrews, Texas",False,False
51,11980,"Athens, TX",Micropolitan Statistical Area,Athens,48.0,4504.0,TX,Texas,1779801,"Athens, TX","Athens, Texas",False,False
52,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,Austin,48.0,5000.0,TX,Texas,1779801,"Austin, TX","Austin, Texas",False,True
53,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,Georgetown,48.0,29336.0,TX,Texas,1779801,"Georgetown, TX","Georgetown, Texas",False,False
54,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,Round Rock,48.0,63500.0,TX,Texas,1779801,"Round Rock, TX","Round Rock, Texas",False,False
55,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,San Marcos,48.0,65600.0,TX,Texas,1779801,"San Marcos, TX","San Marcos, Texas",False,False
56,13060,"Bay City, TX",Micropolitan Statistical Area,Bay City,48.0,5984.0,TX,Texas,1779801,"Bay City, TX","Bay City, Texas",False,False
57,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Beaumont,48.0,7000.0,TX,Texas,1779801,"Beaumont, TX","Beaumont, Texas",False,False
58,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Port Arthur,48.0,58820.0,TX,Texas,1779801,"Port Arthur, TX","Port Arthur, Texas",False,False
59,13300,"Beeville, TX",Micropolitan Statistical Area,Beeville,48.0,7192.0,TX,Texas,1779801,"Beeville, TX","Beeville, Texas",False,False
60,13700,"Big Spring, TX",Micropolitan Statistical Area,Big Spring,48.0,8236.0,TX,Texas,1779801,"Big Spring, TX","Big Spring, Texas",False,False
61,14300,"Bonham, TX",Micropolitan Statistical Area,Bonham,48.0,9328.0,TX,Texas,1779801,"Bonham, TX","Bonham, Texas",False,False
62,14420,"Borger, TX",Micropolitan Statistical Area,Borger,48.0,9556.0,TX,Texas,1779801,"Borger, TX","Borger, Texas",False,False
63,14780,"Brenham, TX",Micropolitan Statistical Area,Brenham,48.0,10156.0,TX,Texas,1779801,"Brenham, TX","Brenham, Texas",False,False
64,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,Brownsville,48.0,10768.0,TX,Texas,1779801,"Brownsville, TX","Brownsville, Texas",False,False
65,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,Harlingen,48.0,32372.0,TX,Texas,1779801,"Harlingen, TX","Harlingen, Texas",False,False
66,15220,"Brownwood, TX",Micropolitan Statistical Area,Brownwood,48.0,10780.0,TX,Texas,1779801,"Brownwood, TX","Brownwood, Texas",False,False
67,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,Bryan,48.0,10912.0,TX,Texas,1779801,"Bryan, TX","Bryan, Texas",False,False
68,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,College Station,48.0,15976.0,TX,Texas,1779801,"College Station, TX","College Station, Texas",False,False
69,18580,"Corpus Christi, TX",Metropolitan Statistical Area,Corpus Christi,48.0,17000.0,TX,Texas,1779801,"Corpus Christi, TX","Corpus Christi, Texas",False,False
70,18620,"Corsicana, TX",Micropolitan Statistical Area,Corsicana,48.0,17060.0,TX,Texas,1779801,"Corsicana, TX","Corsicana, Texas",False,False
71,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Arlington,48.0,4000.0,TX,Texas,1779801,"Arlington, TX","Arlington, Texas",False,False
72,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Dallas,48.0,19000.0,TX,Texas,1779801,"Dallas, TX","Dallas, Texas",False,False
73,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Denton,48.0,19972.0,TX,Texas,1779801,"Denton, TX","Denton, Texas",False,False
74,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Fort Worth,48.0,27000.0,TX,Texas,1779801,"Fort Worth, TX","Fort Worth, Texas",False,False
75,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Grapevine,48.0,30644.0,TX,Texas,1779801,"Grapevine, TX","Grapevine, Texas",False,False
76,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Irving,48.0,37000.0,TX,Texas,1779801,"Irving, TX","Irving, Texas",False,False
77,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Plano,48.0,58016.0,TX,Texas,1779801,"Plano, TX","Plano, Texas",False,False
78,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Richardson,48.0,61796.0,TX,Texas,1779801,"Richardson, TX","Richardson, Texas",False,False
79,19620,"Del Rio, TX",Micropolitan Statistical Area,Del Rio,48.0,19792.0,TX,Texas,1779801,"Del Rio, TX","Del Rio, Texas",False,False
80,20300,"Dumas, TX",Micropolitan Statistical Area,Dumas,48.0,21556.0,TX,Texas,1779801,"Dumas, TX","Dumas, Texas",False,False
81,20580,"Eagle Pass, TX",Micropolitan Statistical Area,Eagle Pass,48.0,21892.0,TX,Texas,1779801,"Eagle Pass, TX","Eagle Pass, Texas",False,False
82,20900,"El Campo, TX",Micropolitan Statistical Area,El Campo,48.0,22864.0,TX,Texas,1779801,"El Campo, TX","El Campo, Texas",False,False
83,21340,"El Paso, TX",Metropolitan Statistical Area,El Paso,48.0,24000.0,TX,Texas,1779801,"El Paso, TX","El Paso, Texas",False,False
84,23240,"Fredericksburg, TX",Micropolitan Statistical Area,Fredericksburg,48.0,27348.0,TX,Texas,1779801,"Fredericksburg, TX","Fredericksburg, Texas",False,False
85,23620,"Gainesville, TX",Micropolitan Statistical Area,Gainesville,48.0,27984.0,TX,Texas,1779801,"Gainesville, TX","Gainesville, Texas",False,False
86,24180,"Granbury, TX",Micropolitan Statistical Area,Granbury,48.0,30416.0,TX,Texas,1779801,"Granbury, TX","Granbury, Texas",False,False
87,25820,"Hereford, TX",Micropolitan Statistical Area,Hereford,48.0,33320.0,TX,Texas,1779801,"Hereford, TX","Hereford, Texas",False,False
88,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Baytown,48.0,6128.0,TX,Texas,1779801,"Baytown, TX","Baytown, Texas",False,False
89,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Conroe,48.0,16432.0,TX,Texas,1779801,"Conroe, TX","Conroe, Texas",False,False
90,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Galveston,48.0,28068.0,TX,Texas,1779801,"Galveston, TX","Galveston, Texas",False,False
91,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Houston,48.0,35000.0,TX,Texas,1779801,"Houston, TX","Houston, Texas",False,False
92,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Sugar Land,48.0,70808.0,TX,Texas,1779801,"Sugar Land, TX","Sugar Land, Texas",False,False
93,26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,The Woodlands,48.0,72656.0,TX,Texas,1779801,"The Woodlands, TX","The Woodlands, Texas",False,False
94,26660,"Huntsville, TX",Micropolitan Statistical Area,Huntsville,48.0,35528.0,TX,Texas,1779801,"Huntsville, TX","Huntsville, Texas",False,False
95,27380,"Jacksonville, TX",Micropolitan Statistical Area,Jacksonville,48.0,37216.0,TX,Texas,1779801,"Jacksonville, TX","Jacksonville, Texas",False,False
96,28500,"Kerrville, TX",Micropolitan Statistical Area,Kerrville,48.0,39040.0,TX,Texas,1779801,"Kerrville, TX","Kerrville, Texas",False,False
97,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Killeen,48.0,39148.0,TX,Texas,1779801,"Killeen, TX","Killeen, Texas",False,False
98,28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Temple,48.0,72176.0,TX,Texas,1779801,"Temple, TX","Temple, Texas",False,False
99,28780,"Kingsville, TX",Micropolitan Statistical Area,Kingsville,48.0,39352.0,TX,Texas,1779801,"Kingsville, TX","Kingsville, Texas",False,False
100,29500,"Lamesa, TX",Micropolitan Statistical Area,Lamesa,48.0,41164.0,TX,Texas,1779801,"Lamesa, TX","Lamesa, Texas",False,False
101,29700,"Laredo, TX",Metropolitan Statistical Area,Laredo,48.0,41464.0,TX,Texas,1779801,"Laredo, TX","Laredo, Texas",False,False
102,30220,"Levelland, TX",Micropolitan Statistical Area,Levelland,48.0,42448.0,TX,Texas,1779801,"Levelland, TX","Levelland, Texas",False,False
103,30980,"Longview, TX",Metropolitan Statistical Area,Longview,48.0,43888.0,TX,Texas,1779801,"Longview, TX","Longview, Texas",False,False
104,31180,"Lubbock, TX",Metropolitan Statistical Area,Lubbock,48.0,45000.0,TX,Texas,1779801,"Lubbock, TX","Lubbock, Texas",False,False
105,31260,"Lufkin, TX",Micropolitan Statistical Area,Lufkin,48.0,45072.0,TX,Texas,1779801,"Lufkin, TX","Lufkin, Texas",False,False
106,32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Edinburg,48.0,22660.0,TX,Texas,1779801,"Edinburg, TX","Edinburg, Texas",False,False
107,32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,McAllen,48.0,45384.0,TX,Texas,1779801,"McAllen, TX","McAllen, Texas",False,False
108,32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Mission,48.0,48768.0,TX,Texas,1779801,"Mission, TX","Mission, Texas",False,False
109,33260,"Midland, TX",Metropolitan Statistical Area,Midland,48.0,48072.0,TX,Texas,1779801,"Midland, TX","Midland, Texas",False,False
110,33420,"Mineral Wells, TX",Micropolitan Statistical Area,Mineral Wells,48.0,48684.0,TX,Texas,1779801,"Mineral Wells, TX","Mineral Wells, Texas",False,False
111,34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Mount Pleasant,48.0,49800.0,TX,Texas,1779801,"Mount Pleasant, TX","Mount Pleasant, Texas",False,False
112,34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches,48.0,50256.0,TX,Texas,1779801,"Nacogdoches, TX","Nacogdoches, Texas",False,False
113,36220,"Odessa, TX",Metropolitan Statistical Area,Odessa,48.0,53388.0,TX,Texas,1779801,"Odessa, TX","Odessa, Texas",False,False
114,37300,"Palestine, TX",Micropolitan Statistical Area,Palestine,48.0,54708.0,TX,Texas,1779801,"Palestine, TX","Palestine, Texas",False,False
115,37420,"Pampa, TX",Micropolitan Statistical Area,Pampa,48.0,54912.0,TX,Texas,1779801,"Pampa, TX","Pampa, Texas",False,False
116,37580,"Paris, TX",Micropolitan Statistical Area,Paris,48.0,55080.0,TX,Texas,1779801,"Paris, TX","Paris, Texas",False,False
117,37770,"Pearsall, TX",Micropolitan Statistical Area,Pearsall,48.0,56384.0,TX,Texas,1779801,"Pearsall, TX","Pearsall, Texas",False,False
118,37780,"Pecos, TX",Micropolitan Statistical Area,Pecos,48.0,56516.0,TX,Texas,1779801,"Pecos, TX","Pecos, Texas",False,False
119,38380,"Plainview, TX",Micropolitan Statistical Area,Plainview,48.0,57980.0,TX,Texas,1779801,"Plainview, TX","Plainview, Texas",False,False
120,38920,"Port Lavaca, TX",Micropolitan Statistical Area,Port Lavaca,48.0,58916.0,TX,Texas,1779801,"Port Lavaca, TX","Port Lavaca, Texas",False,False
121,39700,"Raymondville, TX",Micropolitan Statistical Area,Raymondville,48.0,60836.0,TX,Texas,1779801,"Raymondville, TX","Raymondville, Texas",False,False
122,40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Rio Grande City,48.0,62168.0,TX,Texas,1779801,"Rio Grande City, TX","Rio Grande City, Texas",False,False
123,40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Roma,48.0,63020.0,TX,Texas,1779801,"Roma, TX","Roma, Texas",False,False
124,40530,"Rockport, TX",Micropolitan Statistical Area,Rockport,48.0,62804.0,TX,Texas,1779801,"Rockport, TX","Rockport, Texas",False,False
125,41660,"San Angelo, TX",Metropolitan Statistical Area,San Angelo,48.0,64472.0,TX,Texas,1779801,"San Angelo, TX","San Angelo, Texas",False,False
126,41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,New Braunfels,48.0,50820.0,TX,Texas,1779801,"New Braunfels, TX","New Braunfels, Texas",False,False
127,41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,San Antonio,48.0,65000.0,TX,Texas,1779801,"San Antonio, TX","San Antonio, Texas",False,False
128,43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Denison,48.0,19900.0,TX,Texas,1779801,"Denison, TX","Denison, Texas",False,False
129,43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Sherman,48.0,67496.0,TX,Texas,1779801,"Sherman, TX","Sherman, Texas",False,False
130,43660,"Snyder, TX",Micropolitan Statistical Area,Snyder,48.0,68624.0,TX,Texas,1779801,"Snyder, TX","Snyder, Texas",False,False
131,44500,"Stephenville, TX",Micropolitan Statistical Area,Stephenville,48.0,70208.0,TX,Texas,1779801,"Stephenville, TX","Stephenville, Texas",False,False
132,44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Sulphur Springs,48.0,70904.0,TX,Texas,1779801,"Sulphur Springs, TX","Sulphur Springs, Texas",False,False
133,45020,"Sweetwater, TX",Micropolitan Statistical Area,Sweetwater,48.0,71540.0,TX,Texas,1779801,"Sweetwater, TX","Sweetwater, Texas",False,False
134,45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Texarkana,48.0,72368.0,TX,Texas,1779801,"Texarkana, TX","Texarkana, Texas",False,False
135,46340,"Tyler, TX",Metropolitan Statistical Area,Tyler,48.0,74144.0,TX,Texas,1779801,"Tyler, TX","Tyler, Texas",False,False
136,46620,"Uvalde, TX",Micropolitan Statistical Area,Uvalde,48.0,74588.0,TX,Texas,1779801,"Uvalde, TX","Uvalde, Texas",False,False
137,46900,"Vernon, TX",Micropolitan Statistical Area,Vernon,48.0,75308.0,TX,Texas,1779801,"Vernon, TX","Vernon, Texas",False,False
138,47020,"Victoria, TX",Metropolitan Statistical Area,Victoria,48.0,75428.0,TX,Texas,1779801,"Victoria, TX","Victoria, Texas",False,False
139,47380,"Waco, TX",Metropolitan Statistical Area,Waco,48.0,76000.0,TX,Texas,1779801,"Waco, TX","Waco, Texas",False,False
140,48660,"Wichita Falls, TX",Metropolitan Statistical Area,Wichita Falls,48.0,79000.0,TX,Texas,1779801,"Wichita Falls, TX","Wichita Falls, Texas",False,False
141,49820,"Zapata, TX",Micropolitan Statistical Area,Zapata,48.0,80716.0,TX,Texas,1779801,"Zapata, TX","Zapata, Texas",False,False
142,10220,"Ada, OK",Micropolitan Statistical Area,Ada,40.0,200.0,OK,Oklahoma,1102857,"Ada, OK","Ada, Oklahoma",False,False
143,11060,"Altus, OK",Micropolitan Statistical Area,Altus,40.0,1700.0,OK,Oklahoma,1102857,"Altus, OK","Altus, Oklahoma",False,False
144,11620,"Ardmore, OK",Micropolitan Statistical Area,Ardmore,40.0,2600.0,OK,Oklahoma,1102857,"Ardmore, OK","Ardmore, Oklahoma",False,False
145,12780,"Bartlesville, OK",Micropolitan Statistical Area,Bartlesville,40.0,4450.0,OK,Oklahoma,1102857,"Bartlesville, OK","Bartlesville, Oklahoma",False,False
146,20340,"Duncan, OK",Micropolitan Statistical Area,Duncan,40.0,21900.0,OK,Oklahoma,1102857,"Duncan, OK","Duncan, Oklahoma",False,False
147,20460,"Durant, OK",Micropolitan Statistical Area,Durant,40.0,22050.0,OK,Oklahoma,1102857,"Durant, OK","Durant, Oklahoma",False,False
148,21120,"Elk City, OK",Micropolitan Statistical Area,Elk City,40.0,23500.0,OK,Oklahoma,1102857,"Elk City, OK","Elk City, Oklahoma",False,False
149,21420,"Enid, OK",Metropolitan Statistical Area,Enid,40.0,23950.0,OK,Oklahoma,1102857,"Enid, OK","Enid, Oklahoma",False,False
150,25100,"Guymon, OK",Micropolitan Statistical Area,Guymon,40.0,31750.0,OK,Oklahoma,1102857,"Guymon, OK","Guymon, Oklahoma",False,False
151,30020,"Lawton, OK",Metropolitan Statistical Area,Lawton,40.0,41850.0,OK,Oklahoma,1102857,"Lawton, OK","Lawton, Oklahoma",False,False
152,32540,"McAlester, OK",Micropolitan Statistical Area,McAlester,40.0,44800.0,OK,Oklahoma,1102857,"McAlester, OK","McAlester, Oklahoma",False,False
153,33060,"Miami, OK",Micropolitan Statistical Area,Miami,40.0,48000.0,OK,Oklahoma,1102857,"Miami, OK","Miami, Oklahoma",False,False
154,34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee,40.0,50050.0,OK,Oklahoma,1102857,"Muskogee, OK","Muskogee, Oklahoma",False,False
155,36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma City,40.0,55000.0,OK,Oklahoma,1102857,"Oklahoma City, OK","Oklahoma City, Oklahoma",False,False
156,38620,"Ponca City, OK",Micropolitan Statistical Area,Ponca City,40.0,59850.0,OK,Oklahoma,1102857,"Ponca City, OK","Ponca City, Oklahoma",False,False
157,43060,"Shawnee, OK",Micropolitan Statistical Area,Shawnee,40.0,66800.0,OK,Oklahoma,1102857,"Shawnee, OK","Shawnee, Oklahoma",False,False
158,44660,"Stillwater, OK",Micropolitan Statistical Area,Stillwater,40.0,70300.0,OK,Oklahoma,1102857,"Stillwater, OK","Stillwater, Oklahoma",False,False
159,45140,"Tahlequah, OK",Micropolitan Statistical Area,Tahlequah,40.0,72100.0,OK,Oklahoma,1102857,"Tahlequah, OK","Tahlequah, Oklahoma",False,False
160,46140,"Tulsa, OK",Metropolitan Statistical Area,Tulsa,40.0,75000.0,OK,Oklahoma,1102857,"Tulsa, OK","Tulsa, Oklahoma",False,False
161,48220,"Weatherford, OK",Micropolitan Statistical Area,Weatherford,40.0,79450.0,OK,Oklahoma,1102857,"Weatherford, OK","Weatherford, Oklahoma",False,False
162,49260,"Woodward, OK",Micropolitan Statistical Area,Woodward,40.0,82150.0,OK,Oklahoma,1102857,"Woodward, OK","Woodward, Oklahoma",False,False
163,10300,"Adrian, MI",Micropolitan Statistical Area,Adrian,26.0,440.0,MI,Michigan,1779789,"Adrian, MI","Adrian, Michigan",False,False
164,10940,"Alma, MI",Micropolitan Statistical Area,Alma,26.0,1540.0,MI,Michigan,1779789,"Alma, MI","Alma, Michigan",False,False
165,10980,"Alpena, MI",Micropolitan Statistical Area,Alpena,26.0,1740.0,MI,Michigan,1779789,"Alpena, MI","Alpena, Michigan",False,False
166,11460,"Ann Arbor, MI",Metropolitan Statistical Area,Ann Arbor,26.0,3000.0,MI,Michigan,1779789,"Ann Arbor, MI","Ann Arbor, Michigan",False,True
167,12980,"Battle Creek, MI",Metropolitan Statistical Area,Battle Creek,26.0,5920.0,MI,Michigan,1779789,"Battle Creek, MI","Battle Creek, Michigan",False,False
168,13020,"Bay City, MI",Metropolitan Statistical Area,Bay City,26.0,6020.0,MI,Michigan,1779789,"Bay City, MI","Bay City, Michigan",False,False
169,13660,"Big Rapids, MI",Micropolitan Statistical Area,Big Rapids,26.0,8300.0,MI,Michigan,1779789,"Big Rapids, MI","Big Rapids, Michigan",False,False
170,15620,"Cadillac, MI",Micropolitan Statistical Area,Cadillac,26.0,12320.0,MI,Michigan,1779789,"Cadillac, MI","Cadillac, Michigan",False,False
171,17740,"Coldwater, MI",Micropolitan Statistical Area,Coldwater,26.0,17020.0,MI,Michigan,1779789,"Coldwater, MI","Coldwater, Michigan",False,False
