,CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,STUSAB,State Name,STATENS,city_state,city_full_state,Miserable City,Happy City
659,36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Oshkosh,55.0,60500.0,WI,Wisconsin,1779806,"Oshkosh, WI","Oshkosh, Wisconsin",False,False
660,38420,"Platteville, WI",Micropolitan Statistical Area,Platteville,55.0,63250.0,WI,Wisconsin,1779806,"Platteville, WI","Platteville, Wisconsin",False,False
661,39540,"Racine, WI",Metropolitan Statistical Area,Racine,55.0,66000.0,WI,Wisconsin,1779806,"Racine, WI","Racine, Wisconsin",False,False
662,43020,"Shawano, WI",Micropolitan Statistical Area,Shawano,55.0,72925.0,WI,Wisconsin,1779806,"Shawano, WI","Shawano, Wisconsin",False,False
663,43100,"Sheboygan, WI",Metropolitan Statistical Area,Sheboygan,55.0,72975.0,WI,Wisconsin,1779806,"Sheboygan, WI","Sheboygan, Wisconsin",False,False
664,44620,"Stevens Point, WI",Micropolitan Statistical Area,Stevens Point,55.0,77200.0,WI,Wisconsin,1779806,"Stevens Point, WI","Stevens Point, Wisconsin",False,False
665,48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Fort Atkinson,55.0,26675.0,WI,Wisconsin,1779806,"Fort Atkinson, WI","Fort Atkinson, Wisconsin",False,False
666,48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Watertown,55.0,83975.0,WI,Wisconsin,1779806,"Watertown, WI","Watertown, Wisconsin",False,False
667,48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Wausau,55.0,84475.0,WI,Wisconsin,1779806,"Wausau, WI","Wausau, Wisconsin",False,False
668,48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Weston,55.0,86025.0,WI,Wisconsin,1779806,"Weston, WI","Weston, Wisconsin",False,False
669,48580,"Whitewater, WI",Micropolitan Statistical Area,Whitewater,55.0,86925.0,WI,Wisconsin,1779806,"Whitewater, WI","Whitewater, Wisconsin",False,False
670,49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Marshfield,55.0,49675.0,WI,Wisconsin,1779806,"Marshfield, WI","Marshfield, Wisconsin",False,False
671,49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Wisconsin Rapids,55.0,88200.0,WI,Wisconsin,1779806,"Wisconsin Rapids, WI","Wisconsin Rapids, Wisconsin",False,False
672,11580,"Arcadia, FL",Micropolitan Statistical Area,Arcadia,12.0,1750.0,FL,Florida,294478,"Arcadia, FL","Arcadia, Florida",False,False
673,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,Cape Coral,12.0,10275.0,FL,Florida,294478,"Cape Coral, FL","Cape Coral, Florida",False,False
674,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,Fort Myers,12.0,24125.0,FL,Florida,294478,"Fort Myers, FL","Fort Myers, Florida",False,False
675,17500,"Clewiston, FL",Micropolitan Statistical Area,Clewiston,12.0,13000.0,FL,Florida,294478,"Clewiston, FL","Clewiston, Florida",False,False
676,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Crestview,12.0,15475.0,FL,Florida,294478,"Crestview, FL","Crestview, Florida",False,False
677,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Destin,12.0,17325.0,FL,Florida,294478,"Destin, FL","Destin, Florida",False,False
678,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Fort Walton Beach,12.0,24475.0,FL,Florida,294478,"Fort Walton Beach, FL","Fort Walton Beach, Florida",False,False
679,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Daytona Beach,12.0,16525.0,FL,Florida,294478,"Daytona Beach, FL","Daytona Beach, Florida",False,False
680,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,DeLand,12.0,16875.0,FL,Florida,294478,"DeLand, FL","DeLand, Florida",False,False
681,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Deltona,12.0,17200.0,FL,Florida,294478,"Deltona, FL","Deltona, Florida",False,False
682,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Ormond Beach,12.0,53150.0,FL,Florida,294478,"Ormond Beach, FL","Ormond Beach, Florida",False,False
683,23540,"Gainesville, FL",Metropolitan Statistical Area,Gainesville,12.0,25175.0,FL,Florida,294478,"Gainesville, FL","Gainesville, Florida",False,False
684,26140,"Homosassa Springs, FL",Metropolitan Statistical Area,Homosassa Springs,12.0,32400.0,FL,Florida,294478,"Homosassa Springs, FL","Homosassa Springs, Florida",False,False
685,27260,"Jacksonville, FL",Metropolitan Statistical Area,Jacksonville,12.0,35000.0,FL,Florida,294478,"Jacksonville, FL","Jacksonville, Florida",False,False
686,28580,"Key West, FL",Micropolitan Statistical Area,Key West,12.0,36550.0,FL,Florida,294478,"Key West, FL","Key West, Florida",False,False
687,29380,"Lake City, FL",Micropolitan Statistical Area,Lake City,12.0,37775.0,FL,Florida,294478,"Lake City, FL","Lake City, Florida",False,False
688,29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Lakeland,12.0,38250.0,FL,Florida,294478,"Lakeland, FL","Lakeland, Florida",False,False
689,29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Winter Haven,12.0,78275.0,FL,Florida,294478,"Winter Haven, FL","Winter Haven, Florida",False,False
690,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boca Raton,12.0,7300.0,FL,Florida,294478,"Boca Raton, FL","Boca Raton, Florida",False,False
691,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Boynton Beach,12.0,7875.0,FL,Florida,294478,"Boynton Beach, FL","Boynton Beach, Florida",False,False
692,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Coral Gables,12.0,14250.0,FL,Florida,294478,"Coral Gables, FL","Coral Gables, Florida",False,False
693,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Deerfield Beach,12.0,16725.0,FL,Florida,294478,"Deerfield Beach, FL","Deerfield Beach, Florida",False,False
694,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Delray Beach,12.0,17100.0,FL,Florida,294478,"Delray Beach, FL","Delray Beach, Florida",False,False
695,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Doral,12.0,17935.0,FL,Florida,294478,"Doral, FL","Doral, Florida",False,False
696,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Fort Lauderdale,12.0,24000.0,FL,Florida,294478,"Fort Lauderdale, FL","Fort Lauderdale, Florida",True,False
697,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Jupiter,12.0,35875.0,FL,Florida,294478,"Jupiter, FL","Jupiter, Florida",False,False
698,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Kendall,12.0,36100.0,FL,Florida,294478,"Kendall, FL","Kendall, Florida",False,False
699,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami,12.0,45000.0,FL,Florida,294478,"Miami, FL","Miami, Florida",True,False
700,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami Beach,12.0,45025.0,FL,Florida,294478,"Miami Beach, FL","Miami Beach, Florida",False,False
701,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Palm Beach Gardens,12.0,54075.0,FL,Florida,294478,"Palm Beach Gardens, FL","Palm Beach Gardens, Florida",False,False
702,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Pompano Beach,12.0,58050.0,FL,Florida,294478,"Pompano Beach, FL","Pompano Beach, Florida",False,False
703,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Sunrise,12.0,69700.0,FL,Florida,294478,"Sunrise, FL","Sunrise, Florida",False,False
704,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,West Palm Beach,12.0,76600.0,FL,Florida,294478,"West Palm Beach, FL","West Palm Beach, Florida",False,False
705,34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Marco Island,12.0,43083.0,FL,Florida,294478,"Marco Island, FL","Marco Island, Florida",False,True
706,34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Naples,12.0,47625.0,FL,Florida,294478,"Naples, FL","Naples, Florida",False,True
707,35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Bradenton,12.0,7950.0,FL,Florida,294478,"Bradenton, FL","Bradenton, Florida",False,True
708,35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,North Port,12.0,49675.0,FL,Florida,294478,"North Port, FL","North Port, Florida",False,True
709,35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Sarasota,12.0,64175.0,FL,Florida,294478,"Sarasota, FL","Sarasota, Florida",False,True
710,35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Venice,12.0,73900.0,FL,Florida,294478,"Venice, FL","Venice, Florida",False,False
711,36100,"Ocala, FL",Metropolitan Statistical Area,Ocala,12.0,50750.0,FL,Florida,294478,"Ocala, FL","Ocala, Florida",False,False
712,36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee,12.0,51200.0,FL,Florida,294478,"Okeechobee, FL","Okeechobee, Florida",False,False
713,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Kissimmee,12.0,36950.0,FL,Florida,294478,"Kissimmee, FL","Kissimmee, Florida",False,False
714,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orlando,12.0,53000.0,FL,Florida,294478,"Orlando, FL","Orlando, Florida",False,False
715,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Sanford,12.0,63650.0,FL,Florida,294478,"Sanford, FL","Sanford, Florida",False,False
716,37260,"Palatka, FL",Micropolitan Statistical Area,Palatka,12.0,53875.0,FL,Florida,294478,"Palatka, FL","Palatka, Florida",False,False
717,37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Melbourne,12.0,43975.0,FL,Florida,294478,"Melbourne, FL","Melbourne, Florida",False,False
718,37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Palm Bay,12.0,54000.0,FL,Florida,294478,"Palm Bay, FL","Palm Bay, Florida",False,False
719,37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Titusville,12.0,71900.0,FL,Florida,294478,"Titusville, FL","Titusville, Florida",False,False
720,37460,"Panama City, FL",Metropolitan Statistical Area,Panama City,12.0,54700.0,FL,Florida,294478,"Panama City, FL","Panama City, Florida",False,False
721,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Brent,12.0,8300.0,FL,Florida,294478,"Brent, FL","Brent, Florida",False,False
722,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Ferry Pass,12.0,22275.0,FL,Florida,294478,"Ferry Pass, FL","Ferry Pass, Florida",False,False
723,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Pensacola,12.0,55925.0,FL,Florida,294478,"Pensacola, FL","Pensacola, Florida",False,False
724,38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Port St. Lucie,12.0,58715.0,FL,Florida,294478,"Port St. Lucie, FL","Port St. Lucie, Florida",False,False
725,39460,"Punta Gorda, FL",Metropolitan Statistical Area,Punta Gorda,12.0,59200.0,FL,Florida,294478,"Punta Gorda, FL","Punta Gorda, Florida",False,False
726,42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Sebastian,12.0,64825.0,FL,Florida,294478,"Sebastian, FL","Sebastian, Florida",False,False
727,42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Vero Beach,12.0,74150.0,FL,Florida,294478,"Vero Beach, FL","Vero Beach, Florida",False,False
728,42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Avon Park,12.0,2750.0,FL,Florida,294478,"Avon Park, FL","Avon Park, Florida",False,False
729,42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Sebring,12.0,64875.0,FL,Florida,294478,"Sebring, FL","Sebring, Florida",False,False
730,45220,"Tallahassee, FL",Metropolitan Statistical Area,Tallahassee,12.0,70600.0,FL,Florida,294478,"Tallahassee, FL","Tallahassee, Florida",False,False
731,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Clearwater,12.0,12875.0,FL,Florida,294478,"Clearwater, FL","Clearwater, Florida",False,False
732,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Largo,12.0,39425.0,FL,Florida,294478,"Largo, FL","Largo, Florida",False,False
733,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Pinellas Park,12.0,56975.0,FL,Florida,294478,"Pinellas Park, FL","Pinellas Park, Florida",False,False
734,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,St. Petersburg,12.0,63000.0,FL,Florida,294478,"St. Petersburg, FL","St. Petersburg, Florida",False,False
735,45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Tampa,12.0,71000.0,FL,Florida,294478,"Tampa, FL","Tampa, Florida",False,False
736,45540,"The Villages, FL",Metropolitan Statistical Area,The Villages,12.0,71625.0,FL,Florida,294478,"The Villages, FL","The Villages, Florida",False,False
737,48100,"Wauchula, FL",Micropolitan Statistical Area,Wauchula,12.0,75375.0,FL,Florida,294478,"Wauchula, FL","Wauchula, Florida",False,False
738,11660,"Arkadelphia, AR",Micropolitan Statistical Area,Arkadelphia,5.0,1870.0,AR,Arkansas,68085,"Arkadelphia, AR","Arkadelphia, Arkansas",False,False
739,12900,"Batesville, AR",Micropolitan Statistical Area,Batesville,5.0,4030.0,AR,Arkansas,68085,"Batesville, AR","Batesville, Arkansas",False,False
740,14180,"Blytheville, AR",Micropolitan Statistical Area,Blytheville,5.0,7330.0,AR,Arkansas,68085,"Blytheville, AR","Blytheville, Arkansas",False,False
741,15780,"Camden, AR",Micropolitan Statistical Area,Camden,5.0,10720.0,AR,Arkansas,68085,"Camden, AR","Camden, Arkansas",False,False
742,20980,"El Dorado, AR",Micropolitan Statistical Area,El Dorado,5.0,21070.0,AR,Arkansas,68085,"El Dorado, AR","El Dorado, Arkansas",False,False
743,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Bentonville,5.0,5320.0,AR,Arkansas,68085,"Bentonville, AR","Bentonville, Arkansas",False,False
744,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Fayetteville,5.0,23290.0,AR,Arkansas,68085,"Fayetteville, AR","Fayetteville, Arkansas",False,False
745,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Rogers,5.0,60410.0,AR,Arkansas,68085,"Rogers, AR","Rogers, Arkansas",False,False
746,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Springdale,5.0,66080.0,AR,Arkansas,68085,"Springdale, AR","Springdale, Arkansas",False,False
747,22620,"Forrest City, AR",Micropolitan Statistical Area,Forrest City,5.0,24430.0,AR,Arkansas,68085,"Forrest City, AR","Forrest City, Arkansas",False,False
748,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Fort Smith,5.0,24550.0,AR,Arkansas,68085,"Fort Smith, AR","Fort Smith, Arkansas",False,False
749,25460,"Harrison, AR",Micropolitan Statistical Area,Harrison,5.0,30460.0,AR,Arkansas,68085,"Harrison, AR","Harrison, Arkansas",False,False
750,25760,"Helena-West Helena, AR",Micropolitan Statistical Area,Helena-West Helena,5.0,31190.0,AR,Arkansas,68085,"Helena-West Helena, AR","Helena-West Helena, Arkansas",False,False
751,26260,"Hope, AR",Micropolitan Statistical Area,Hope,5.0,33190.0,AR,Arkansas,68085,"Hope, AR","Hope, Arkansas",False,False
752,26300,"Hot Springs, AR",Metropolitan Statistical Area,Hot Springs,5.0,33400.0,AR,Arkansas,68085,"Hot Springs, AR","Hot Springs, Arkansas",False,False
753,27860,"Jonesboro, AR",Metropolitan Statistical Area,Jonesboro,5.0,35710.0,AR,Arkansas,68085,"Jonesboro, AR","Jonesboro, Arkansas",False,False
754,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Conway,5.0,15190.0,AR,Arkansas,68085,"Conway, AR","Conway, Arkansas",False,False
755,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Little Rock,5.0,41000.0,AR,Arkansas,68085,"Little Rock, AR","Little Rock, Arkansas",False,False
756,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,North Little Rock,5.0,50450.0,AR,Arkansas,68085,"North Little Rock, AR","North Little Rock, Arkansas",False,False
757,31620,"Magnolia, AR",Micropolitan Statistical Area,Magnolia,5.0,43460.0,AR,Arkansas,68085,"Magnolia, AR","Magnolia, Arkansas",False,False
758,31680,"Malvern, AR",Micropolitan Statistical Area,Malvern,5.0,43610.0,AR,Arkansas,68085,"Malvern, AR","Malvern, Arkansas",False,False
759,34260,"Mountain Home, AR",Micropolitan Statistical Area,Mountain Home,5.0,47390.0,AR,Arkansas,68085,"Mountain Home, AR","Mountain Home, Arkansas",False,False
760,37500,"Paragould, AR",Micropolitan Statistical Area,Paragould,5.0,53390.0,AR,Arkansas,68085,"Paragould, AR","Paragould, Arkansas",False,False
761,38220,"Pine Bluff, AR",Metropolitan Statistical Area,Pine Bluff,5.0,55310.0,AR,Arkansas,68085,"Pine Bluff, AR","Pine Bluff, Arkansas",False,False
762,40780,"Russellville, AR",Micropolitan Statistical Area,Russellville,5.0,61670.0,AR,Arkansas,68085,"Russellville, AR","Russellville, Arkansas",False,False
763,42620,"Searcy, AR",Micropolitan Statistical Area,Searcy,5.0,63020.0,AR,Arkansas,68085,"Searcy, AR","Searcy, Arkansas",False,False
764,11860,"Atchison, KS",Micropolitan Statistical Area,Atchison,20.0,2900.0,KS,Kansas,481813,"Atchison, KS","Atchison, Kansas",False,False
765,17700,"Coffeyville, KS",Micropolitan Statistical Area,Coffeyville,20.0,14600.0,KS,Kansas,481813,"Coffeyville, KS","Coffeyville, Kansas",False,False
766,19980,"Dodge City, KS",Micropolitan Statistical Area,Dodge City,20.0,18250.0,KS,Kansas,481813,"Dodge City, KS","Dodge City, Kansas",False,False
767,21380,"Emporia, KS",Micropolitan Statistical Area,Emporia,20.0,21275.0,KS,Kansas,481813,"Emporia, KS","Emporia, Kansas",False,False
768,23780,"Garden City, KS",Micropolitan Statistical Area,Garden City,20.0,25325.0,KS,Kansas,481813,"Garden City, KS","Garden City, Kansas",False,False
769,24460,"Great Bend, KS",Micropolitan Statistical Area,Great Bend,20.0,28300.0,KS,Kansas,481813,"Great Bend, KS","Great Bend, Kansas",False,False
770,25700,"Hays, KS",Micropolitan Statistical Area,Hays,20.0,31100.0,KS,Kansas,481813,"Hays, KS","Hays, Kansas",False,False
771,26740,"Hutchinson, KS",Micropolitan Statistical Area,Hutchinson,20.0,33625.0,KS,Kansas,481813,"Hutchinson, KS","Hutchinson, Kansas",False,False
772,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,20.0,36000.0,KS,Kansas,481813,"Kansas City, KS","Kansas City, Kansas",False,False
773,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Lenexa,20.0,39350.0,KS,Kansas,481813,"Lenexa, KS","Lenexa, Kansas",False,False
774,28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Overland Park,20.0,53775.0,KS,Kansas,481813,"Overland Park, KS","Overland Park, Kansas",False,False
775,29940,"Lawrence, KS",Metropolitan Statistical Area,Lawrence,20.0,38900.0,KS,Kansas,481813,"Lawrence, KS","Lawrence, Kansas",False,False
776,30580,"Liberal, KS",Micropolitan Statistical Area,Liberal,20.0,39825.0,KS,Kansas,481813,"Liberal, KS","Liberal, Kansas",False,False
777,31740,"Manhattan, KS",Metropolitan Statistical Area,Manhattan,20.0,44250.0,KS,Kansas,481813,"Manhattan, KS","Manhattan, Kansas",False,False
778,32700,"McPherson, KS",Micropolitan Statistical Area,McPherson,20.0,43950.0,KS,Kansas,481813,"McPherson, KS","McPherson, Kansas",False,False
779,36840,"Ottawa, KS",Micropolitan Statistical Area,Ottawa,20.0,53550.0,KS,Kansas,481813,"Ottawa, KS","Ottawa, Kansas",False,False
780,37660,"Parsons, KS",Micropolitan Statistical Area,Parsons,20.0,54675.0,KS,Kansas,481813,"Parsons, KS","Parsons, Kansas",False,False
781,38260,"Pittsburg, KS",Micropolitan Statistical Area,Pittsburg,20.0,56025.0,KS,Kansas,481813,"Pittsburg, KS","Pittsburg, Kansas",False,False
782,41460,"Salina, KS",Micropolitan Statistical Area,Salina,20.0,62700.0,KS,Kansas,481813,"Salina, KS","Salina, Kansas",False,False
783,45820,"Topeka, KS",Metropolitan Statistical Area,Topeka,20.0,71000.0,KS,Kansas,481813,"Topeka, KS","Topeka, Kansas",False,False
784,48620,"Wichita, KS",Metropolitan Statistical Area,Wichita,20.0,79000.0,KS,Kansas,481813,"Wichita, KS","Wichita, Kansas",False,False
785,49060,"Winfield, KS",Micropolitan Statistical Area,Winfield,20.0,79950.0,KS,Kansas,481813,"Winfield, KS","Winfield, Kansas",False,False
786,11940,"Athens, TN",Micropolitan Statistical Area,Athens,47.0,2320.0,TN,Tennessee,1325873,"Athens, TN","Athens, Tennessee",False,False
787,15140,"Brownsville, TN",Micropolitan Statistical Area,Brownsville,47.0,8920.0,TN,Tennessee,1325873,"Brownsville, TN","Brownsville, Tennessee",False,False
788,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,Chattanooga,47.0,14000.0,TN,Tennessee,1325873,"Chattanooga, TN","Chattanooga, Tennessee",True,False
789,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,Clarksville,47.0,15160.0,TN,Tennessee,1325873,"Clarksville, TN","Clarksville, Tennessee",False,False
790,17420,"Cleveland, TN",Metropolitan Statistical Area,Cleveland,47.0,15400.0,TN,Tennessee,1325873,"Cleveland, TN","Cleveland, Tennessee",False,False
791,18260,"Cookeville, TN",Micropolitan Statistical Area,Cookeville,47.0,16920.0,TN,Tennessee,1325873,"Cookeville, TN","Cookeville, Tennessee",False,False
792,18900,"Crossville, TN",Micropolitan Statistical Area,Crossville,47.0,18540.0,TN,Tennessee,1325873,"Crossville, TN","Crossville, Tennessee",False,False
793,19420,"Dayton, TN",Micropolitan Statistical Area,Dayton,47.0,19700.0,TN,Tennessee,1325873,"Dayton, TN","Dayton, Tennessee",False,False
794,20540,"Dyersburg, TN",Micropolitan Statistical Area,Dyersburg,47.0,22200.0,TN,Tennessee,1325873,"Dyersburg, TN","Dyersburg, Tennessee",False,False
795,24620,"Greeneville, TN",Micropolitan Statistical Area,Greeneville,47.0,30980.0,TN,Tennessee,1325873,"Greeneville, TN","Greeneville, Tennessee",False,False
796,27180,"Jackson, TN",Metropolitan Statistical Area,Jackson,47.0,37640.0,TN,Tennessee,1325873,"Jackson, TN","Jackson, Tennessee",False,False
797,27740,"Johnson City, TN",Metropolitan Statistical Area,Johnson City,47.0,38320.0,TN,Tennessee,1325873,"Johnson City, TN","Johnson City, Tennessee",False,False
798,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Bristol,47.0,8540.0,TN,Tennessee,1325873,"Bristol, TN","Bristol, Tennessee",False,False
799,28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Kingsport,47.0,39560.0,TN,Tennessee,1325873,"Kingsport, TN","Kingsport, Tennessee",False,False
800,28940,"Knoxville, TN",Metropolitan Statistical Area,Knoxville,47.0,40000.0,TN,Tennessee,1325873,"Knoxville, TN","Knoxville, Tennessee",False,False
801,29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Lawrenceburg,47.0,41340.0,TN,Tennessee,1325873,"Lawrenceburg, TN","Lawrenceburg, Tennessee",False,False
802,30280,"Lewisburg, TN",Micropolitan Statistical Area,Lewisburg,47.0,41860.0,TN,Tennessee,1325873,"Lewisburg, TN","Lewisburg, Tennessee",False,False
803,32280,"Martin, TN",Micropolitan Statistical Area,Martin,47.0,46240.0,TN,Tennessee,1325873,"Martin, TN","Martin, Tennessee",False,False
804,32660,"McMinnville, TN",Micropolitan Statistical Area,McMinnville,47.0,45100.0,TN,Tennessee,1325873,"McMinnville, TN","McMinnville, Tennessee",False,False
805,32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Memphis,47.0,48000.0,TN,Tennessee,1325873,"Memphis, TN","Memphis, Tennessee",True,False
806,34100,"Morristown, TN",Metropolitan Statistical Area,Morristown,47.0,50280.0,TN,Tennessee,1325873,"Morristown, TN","Morristown, Tennessee",False,False
807,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Franklin,47.0,27740.0,TN,Tennessee,1325873,"Franklin, TN","Franklin, Tennessee",False,False
808,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Murfreesboro,47.0,51560.0,TN,Tennessee,1325873,"Murfreesboro, TN","Murfreesboro, Tennessee",False,False
809,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Nashville-Davidson metropolitan government (balance),47.0,52006.0,TN,Tennessee,1325873,"Nashville-Davidson metropolitan government (balance), TN","Nashville-Davidson metropolitan government (balance), Tennessee",False,False
810,35460,"Newport, TN",Micropolitan Statistical Area,Newport,47.0,53000.0,TN,Tennessee,1325873,"Newport, TN","Newport, Tennessee",False,False
811,37540,"Paris, TN",Micropolitan Statistical Area,Paris,47.0,56720.0,TN,Tennessee,1325873,"Paris, TN","Paris, Tennessee",False,False
812,42940,"Sevierville, TN",Micropolitan Statistical Area,Sevierville,47.0,67120.0,TN,Tennessee,1325873,"Sevierville, TN","Sevierville, Tennessee",False,False
813,43180,"Shelbyville, TN",Micropolitan Statistical Area,Shelbyville,47.0,67760.0,TN,Tennessee,1325873,"Shelbyville, TN","Shelbyville, Tennessee",False,False
814,46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Manchester,47.0,45500.0,TN,Tennessee,1325873,"Manchester, TN","Manchester, Tennessee",False,False
815,46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tullahoma,47.0,75320.0,TN,Tennessee,1325873,"Tullahoma, TN","Tullahoma, Tennessee",False,False
816,46460,"Union City, TN",Micropolitan Statistical Area,Union City,47.0,75940.0,TN,Tennessee,1325873,"Union City, TN","Union City, Tennessee",False,False
817,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,Atlantic City,34.0,2080.0,NJ,New Jersey,1779795,"Atlantic City, NJ","Atlantic City, New Jersey",False,False
818,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,Hammonton,34.0,29430.0,NJ,New Jersey,1779795,"Hammonton, NJ","Hammonton, New Jersey",False,False
819,35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Jersey City,34.0,36000.0,NJ,New Jersey,1779795,"Jersey City, NJ","Jersey City, New Jersey",False,False
820,35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Lakewood,34.0,38580.0,NJ,New Jersey,1779795,"Lakewood, NJ","Lakewood, New Jersey",False,False
